2024-01-07 18:09:53,073 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:09:53,073 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:09:56,774 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:09:56,931 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:09:56,932 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:09:58,247 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:09:58,282 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:09:58,282 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:10:01,627 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:10:01,628 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:10:01,629 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:10:02,518 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:10:02,530 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:10:02,530 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:10:03,546 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:10:03,549 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:10:03,549 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:10:07,097 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:22:45,332 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:22:45,333 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:23:06,398 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:23:10,922 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:23:10,922 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:23:18,004 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:23:18,006 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:23:18,006 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:23:23,214 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
